,Puntuacion_usuario,Marca
9461,75.0,PlayStation
9283,75.0,PlayStation
9456,75.0,PlayStation
9325,75.0,PlayStation
9362,75.0,PlayStation
9351,75.0,PlayStation
9349,75.0,PlayStation
9344,75.0,PlayStation
9341,75.0,PlayStation
9338,75.0,PlayStation
9329,75.0,PlayStation
9327,75.0,PlayStation
9316,75.0,PlayStation
9366,75.0,PlayStation
9312,75.0,PlayStation
9308,75.0,PlayStation
9304,75.0,PlayStation
9293,75.0,PlayStation
9292,75.0,PlayStation
9288,75.0,PlayStation
9583,75.0,PlayStation
9282,75.0,PlayStation
9363,75.0,PlayStation
9367,75.0,PlayStation
9454,75.0,PlayStation
9405,75.0,PlayStation
9449,75.0,PlayStation
9448,75.0,PlayStation
9439,75.0,PlayStation
9437,75.0,PlayStation
9435,75.0,PlayStation
9425,75.0,PlayStation
9418,75.0,PlayStation
9416,75.0,PlayStation
9403,75.0,PlayStation
9368,75.0,PlayStation
9402,75.0,PlayStation
9385,75.0,PlayStation
9382,75.0,PlayStation
9376,75.0,PlayStation
9374,75.0,PlayStation
9372,75.0,PlayStation
9370,75.0,PlayStation
9369,75.0,PlayStation
9582,75.0,PlayStation
9585,75.0,PlayStation
9916,75.0,PlayStation
9791,75.0,PlayStation
9813,75.0,PlayStation
9812,75.0,PlayStation
9810,75.0,PlayStation
9802,75.0,PlayStation
9801,75.0,PlayStation
9800,75.0,PlayStation
9798,75.0,PlayStation
9796,75.0,PlayStation
9788,75.0,PlayStation
9740,75.0,PlayStation
9781,75.0,PlayStation
9772,75.0,PlayStation
9762,75.0,PlayStation
9761,75.0,PlayStation
9756,75.0,PlayStation
9750,75.0,PlayStation
9749,75.0,PlayStation
9747,75.0,PlayStation
9831,75.0,PlayStation
9833,75.0,PlayStation
9836,75.0,PlayStation
9837,75.0,PlayStation
9935,75.0,PlayStation
9932,75.0,PlayStation
9586,75.0,PlayStation
9911,75.0,PlayStation
9909,75.0,PlayStation
9907,75.0,PlayStation
9904,75.0,PlayStation
9898,75.0,PlayStation
9889,75.0,PlayStation
9877,75.0,PlayStation
9873,75.0,PlayStation
9872,75.0,PlayStation
9859,75.0,PlayStation
9857,75.0,PlayStation
9850,75.0,PlayStation
9846,75.0,PlayStation
9840,75.0,PlayStation
9743,75.0,PlayStation
9811,75.0,PlayStation
9732,75.0,PlayStation
9613,75.0,PlayStation
9637,75.0,PlayStation
9636,75.0,PlayStation
9635,75.0,PlayStation
9634,75.0,PlayStation
9623,75.0,PlayStation
9618,75.0,PlayStation
9617,75.0,PlayStation
9616,75.0,PlayStation
9608,75.0,PlayStation
9654,75.0,PlayStation
9606,75.0,PlayStation
9600,75.0,PlayStation
9596,75.0,PlayStation
9594,75.0,PlayStation
9593,75.0,PlayStation
9591,75.0,PlayStation
9719,75.0,PlayStation
9587,75.0,PlayStation
9639,75.0,PlayStation
9590,75.0,PlayStation
9657,75.0,PlayStation
9692,75.0,PlayStation
9661,75.0,PlayStation
9707,75.0,PlayStation
9706,75.0,PlayStation
9705,75.0,PlayStation
9703,75.0,PlayStation
9701,75.0,PlayStation
9696,75.0,PlayStation
9694,75.0,PlayStation
9713,75.0,PlayStation
9690,75.0,PlayStation
9681,75.0,PlayStation
9680,75.0,PlayStation
9675,75.0,PlayStation
9673,75.0,PlayStation
9668,75.0,PlayStation
9684,75.0,PlayStation
9662,75.0,PlayStation
8874,74.0,PlayStation
8899,74.0,PlayStation
8898,74.0,PlayStation
8895,74.0,PlayStation
8892,74.0,PlayStation
8889,74.0,PlayStation
8884,74.0,PlayStation
8879,74.0,PlayStation
8864,74.0,PlayStation
8871,74.0,PlayStation
8869,74.0,PlayStation
8693,74.0,PlayStation
8863,74.0,PlayStation
8862,74.0,PlayStation
8856,74.0,PlayStation
8855,74.0,PlayStation
8907,74.0,PlayStation
8851,74.0,PlayStation
8904,74.0,PlayStation
8939,74.0,PlayStation
8910,74.0,PlayStation
8964,74.0,PlayStation
8842,74.0,PlayStation
8978,74.0,PlayStation
8977,74.0,PlayStation
8973,74.0,PlayStation
8971,74.0,PlayStation
8970,74.0,PlayStation
8967,74.0,PlayStation
8953,74.0,PlayStation
8911,74.0,PlayStation
8948,74.0,PlayStation
8934,74.0,PlayStation
8932,74.0,PlayStation
8928,74.0,PlayStation
8925,74.0,PlayStation
8923,74.0,PlayStation
8917,74.0,PlayStation
8850,74.0,PlayStation
8997,74.0,PlayStation
8841,74.0,PlayStation
8839,74.0,PlayStation
8744,74.0,PlayStation
8743,74.0,PlayStation
8740,74.0,PlayStation
8739,74.0,PlayStation
8738,74.0,PlayStation
8737,74.0,PlayStation
8734,74.0,PlayStation
8733,74.0,PlayStation
8726,74.0,PlayStation
8720,74.0,PlayStation
8717,74.0,PlayStation
8713,74.0,PlayStation
8709,74.0,PlayStation
8707,74.0,PlayStation
8703,74.0,PlayStation
8701,74.0,PlayStation
8700,74.0,PlayStation
8747,74.0,PlayStation
8748,74.0,PlayStation
8760,74.0,PlayStation
8805,74.0,PlayStation
8835,74.0,PlayStation
8828,74.0,PlayStation
8827,74.0,PlayStation
8824,74.0,PlayStation
8820,74.0,PlayStation
8815,74.0,PlayStation
8812,74.0,PlayStation
8803,74.0,PlayStation
8767,74.0,PlayStation
8794,74.0,PlayStation
8791,74.0,PlayStation
8785,74.0,PlayStation
8783,74.0,PlayStation
8782,74.0,PlayStation
8778,74.0,PlayStation
8772,74.0,PlayStation
8983,74.0,PlayStation
9111,74.0,PlayStation
8999,74.0,PlayStation
9134,74.0,PlayStation
9204,74.0,PlayStation
9203,74.0,PlayStation
9202,74.0,PlayStation
9197,74.0,PlayStation
9194,74.0,PlayStation
9192,74.0,PlayStation
9191,74.0,PlayStation
9190,74.0,PlayStation
9174,74.0,PlayStation
9168,74.0,PlayStation
9159,74.0,PlayStation
9156,74.0,PlayStation
9146,74.0,PlayStation
9143,74.0,PlayStation
9142,74.0,PlayStation
9141,74.0,PlayStation
9140,74.0,PlayStation
9208,74.0,PlayStation
9213,74.0,PlayStation
9218,74.0,PlayStation
9251,74.0,PlayStation
9001,74.0,PlayStation
9265,74.0,PlayStation
9264,74.0,PlayStation
9262,74.0,PlayStation
9258,74.0,PlayStation
9257,74.0,PlayStation
9255,74.0,PlayStation
9244,74.0,PlayStation
9219,74.0,PlayStation
9242,74.0,PlayStation
9239,74.0,PlayStation
9237,74.0,PlayStation
9232,74.0,PlayStation
9231,74.0,PlayStation
9226,74.0,PlayStation
9223,74.0,PlayStation
9135,74.0,PlayStation
9214,74.0,PlayStation
9131,74.0,PlayStation
9027,74.0,PlayStation
9054,74.0,PlayStation
9052,74.0,PlayStation
9049,74.0,PlayStation
9048,74.0,PlayStation
9043,74.0,PlayStation
9038,74.0,PlayStation
9031,74.0,PlayStation
9025,74.0,PlayStation
9061,74.0,PlayStation
9023,74.0,PlayStation
9022,74.0,PlayStation
9021,74.0,PlayStation
9019,74.0,PlayStation
9014,74.0,PlayStation
9130,74.0,PlayStation
9009,74.0,PlayStation
9060,74.0,PlayStation
9035,74.0,PlayStation
9112,74.0,PlayStation
9101,74.0,PlayStation
9124,74.0,PlayStation
9073,74.0,PlayStation
9120,74.0,PlayStation
9116,74.0,PlayStation
9115,74.0,PlayStation
9110,74.0,PlayStation
9104,74.0,PlayStation
9103,74.0,PlayStation
9129,74.0,PlayStation
9078,74.0,PlayStation
9087,74.0,PlayStation
9084,74.0,PlayStation
9083,74.0,PlayStation
9080,74.0,PlayStation
9090,74.0,PlayStation
9076,74.0,PlayStation
8303,73.0,PlayStation
8296,73.0,PlayStation
8299,73.0,PlayStation
8301,73.0,PlayStation
8327,73.0,PlayStation
8304,73.0,PlayStation
8306,73.0,PlayStation
8323,73.0,PlayStation
8295,73.0,PlayStation
8239,73.0,PlayStation
8248,73.0,PlayStation
8286,73.0,PlayStation
8277,73.0,PlayStation
8270,73.0,PlayStation
8269,73.0,PlayStation
8263,73.0,PlayStation
8253,73.0,PlayStation
8251,73.0,PlayStation
8242,73.0,PlayStation
8329,73.0,PlayStation
8328,73.0,PlayStation
8373,73.0,PlayStation
8332,73.0,PlayStation
8333,73.0,PlayStation
8237,73.0,PlayStation
8384,73.0,PlayStation
8380,73.0,PlayStation
8378,73.0,PlayStation
8371,73.0,PlayStation
8368,73.0,PlayStation
8367,73.0,PlayStation
8364,73.0,PlayStation
8362,73.0,PlayStation
8361,73.0,PlayStation
8359,73.0,PlayStation
8353,73.0,PlayStation
8352,73.0,PlayStation
8350,73.0,PlayStation
8348,73.0,PlayStation
8347,73.0,PlayStation
8346,73.0,PlayStation
8342,73.0,PlayStation
8335,73.0,PlayStation
8238,73.0,PlayStation
8114,73.0,PlayStation
8232,73.0,PlayStation
8164,73.0,PlayStation
8162,73.0,PlayStation
8158,73.0,PlayStation
8153,73.0,PlayStation
8145,73.0,PlayStation
8142,73.0,PlayStation
8141,73.0,PlayStation
8140,73.0,PlayStation
8138,73.0,PlayStation
8127,73.0,PlayStation
8122,73.0,PlayStation
8120,73.0,PlayStation
8116,73.0,PlayStation
8115,73.0,PlayStation
8398,73.0,PlayStation
8113,73.0,PlayStation
8103,73.0,PlayStation
8102,73.0,PlayStation
8095,73.0,PlayStation
8093,73.0,PlayStation
8163,73.0,PlayStation
8165,73.0,PlayStation
8228,73.0,PlayStation
8172,73.0,PlayStation
8226,73.0,PlayStation
8220,73.0,PlayStation
8217,73.0,PlayStation
8216,73.0,PlayStation
8213,73.0,PlayStation
8210,73.0,PlayStation
8209,73.0,PlayStation
8205,73.0,PlayStation
8203,73.0,PlayStation
8199,73.0,PlayStation
8195,73.0,PlayStation
8192,73.0,PlayStation
8191,73.0,PlayStation
8190,73.0,PlayStation
8188,73.0,PlayStation
8179,73.0,PlayStation
8178,73.0,PlayStation
8177,73.0,PlayStation
8174,73.0,PlayStation
8386,73.0,PlayStation
8505,73.0,PlayStation
8399,73.0,PlayStation
8546,73.0,PlayStation
8600,73.0,PlayStation
8598,73.0,PlayStation
8595,73.0,PlayStation
8589,73.0,PlayStation
8588,73.0,PlayStation
8586,73.0,PlayStation
8580,73.0,PlayStation
8577,73.0,PlayStation
8576,73.0,PlayStation
8575,73.0,PlayStation
8571,73.0,PlayStation
8569,73.0,PlayStation
8568,73.0,PlayStation
8566,73.0,PlayStation
8565,73.0,PlayStation
8563,73.0,PlayStation
8403,73.0,PlayStation
8553,73.0,PlayStation
8548,73.0,PlayStation
8602,73.0,PlayStation
8607,73.0,PlayStation
8610,73.0,PlayStation
8654,73.0,PlayStation
8677,73.0,PlayStation
8673,73.0,PlayStation
8671,73.0,PlayStation
8667,73.0,PlayStation
8666,73.0,PlayStation
8664,73.0,PlayStation
8658,73.0,PlayStation
8656,73.0,PlayStation
8642,73.0,PlayStation
8616,73.0,PlayStation
8641,73.0,PlayStation
8640,73.0,PlayStation
8638,73.0,PlayStation
8637,73.0,PlayStation
8635,73.0,PlayStation
8625,73.0,PlayStation
8623,73.0,PlayStation
8620,73.0,PlayStation
8547,73.0,PlayStation
8556,73.0,PlayStation
8538,73.0,PlayStation
8477,73.0,PlayStation
8474,73.0,PlayStation
8473,73.0,PlayStation
8532,73.0,PlayStation
8466,73.0,PlayStation
8464,73.0,PlayStation
8462,73.0,PlayStation
8461,73.0,PlayStation
8458,73.0,PlayStation
8457,73.0,PlayStation
8454,73.0,PlayStation
8453,73.0,PlayStation
8446,73.0,PlayStation
8439,73.0,PlayStation
8427,73.0,PlayStation
8417,73.0,PlayStation
8415,73.0,PlayStation
8409,73.0,PlayStation
8408,73.0,PlayStation
8405,73.0,PlayStation
8476,73.0,PlayStation
8470,73.0,PlayStation
8479,73.0,PlayStation
8508,73.0,PlayStation
8529,73.0,PlayStation
8528,73.0,PlayStation
8525,73.0,PlayStation
8524,73.0,PlayStation
8481,73.0,PlayStation
8520,73.0,PlayStation
8513,73.0,PlayStation
8512,73.0,PlayStation
8522,73.0,PlayStation
8500,73.0,PlayStation
8497,73.0,PlayStation
8496,73.0,PlayStation
8495,73.0,PlayStation
8493,73.0,PlayStation
8489,73.0,PlayStation
8485,73.0,PlayStation
8482,73.0,PlayStation
8499,73.0,PlayStation
8069,72.0,PlayStation
8064,72.0,PlayStation
8065,72.0,PlayStation
8067,72.0,PlayStation
8051,72.0,PlayStation
8070,72.0,PlayStation
8075,72.0,PlayStation
8076,72.0,PlayStation
8077,72.0,PlayStation
8061,72.0,PlayStation
8050,72.0,PlayStation
7705,72.0,PlayStation
7729,72.0,PlayStation
7753,72.0,PlayStation
7752,72.0,PlayStation
7751,72.0,PlayStation
7744,72.0,PlayStation
7743,72.0,PlayStation
7739,72.0,PlayStation
7736,72.0,PlayStation
7733,72.0,PlayStation
7727,72.0,PlayStation
7757,72.0,PlayStation
7721,72.0,PlayStation
7716,72.0,PlayStation
7715,72.0,PlayStation
7704,72.0,PlayStation
7694,72.0,PlayStation
7691,72.0,PlayStation
7690,72.0,PlayStation
7688,72.0,PlayStation
7754,72.0,PlayStation
7758,72.0,PlayStation
7820,72.0,PlayStation
7794,72.0,PlayStation
7814,72.0,PlayStation
7813,72.0,PlayStation
7812,72.0,PlayStation
7809,72.0,PlayStation
7806,72.0,PlayStation
7804,72.0,PlayStation
7802,72.0,PlayStation
7795,72.0,PlayStation
7793,72.0,PlayStation
7761,72.0,PlayStation
7792,72.0,PlayStation
7787,72.0,PlayStation
7786,72.0,PlayStation
7784,72.0,PlayStation
7777,72.0,PlayStation
7775,72.0,PlayStation
7772,72.0,PlayStation
7764,72.0,PlayStation
7687,72.0,PlayStation
7686,72.0,PlayStation
7683,72.0,PlayStation
7585,72.0,PlayStation
7604,72.0,PlayStation
7601,72.0,PlayStation
7600,72.0,PlayStation
7598,72.0,PlayStation
7596,72.0,PlayStation
7593,72.0,PlayStation
7589,72.0,PlayStation
7587,72.0,PlayStation
7584,72.0,PlayStation
7676,72.0,PlayStation
7583,72.0,PlayStation
7580,72.0,PlayStation
7576,72.0,PlayStation
7575,72.0,PlayStation
7572,72.0,PlayStation
7571,72.0,PlayStation
7570,72.0,PlayStation
8048,72.0,PlayStation
7605,72.0,PlayStation
7608,72.0,PlayStation
7613,72.0,PlayStation
7614,72.0,PlayStation
7675,72.0,PlayStation
7672,72.0,PlayStation
7671,72.0,PlayStation
7669,72.0,PlayStation
7666,72.0,PlayStation
7662,72.0,PlayStation
7660,72.0,PlayStation
7658,72.0,PlayStation
7652,72.0,PlayStation
7650,72.0,PlayStation
7646,72.0,PlayStation
7639,72.0,PlayStation
7634,72.0,PlayStation
7627,72.0,PlayStation
7620,72.0,PlayStation
7618,72.0,PlayStation
7617,72.0,PlayStation
7817,72.0,PlayStation
7773,72.0,PlayStation
7821,72.0,PlayStation
7961,72.0,PlayStation
7994,72.0,PlayStation
7991,72.0,PlayStation
7824,72.0,PlayStation
7984,72.0,PlayStation
7980,72.0,PlayStation
7978,72.0,PlayStation
7977,72.0,PlayStation
7970,72.0,PlayStation
7960,72.0,PlayStation
7996,72.0,PlayStation
7956,72.0,PlayStation
7952,72.0,PlayStation
7947,72.0,PlayStation
7944,72.0,PlayStation
7942,72.0,PlayStation
7929,72.0,PlayStation
7927,72.0,PlayStation
7924,72.0,PlayStation
7995,72.0,PlayStation
8006,72.0,PlayStation
7918,72.0,PlayStation
8031,72.0,PlayStation
8044,72.0,PlayStation
8043,72.0,PlayStation
8042,72.0,PlayStation
8040,72.0,PlayStation
8038,72.0,PlayStation
8037,72.0,PlayStation
8035,72.0,PlayStation
8034,72.0,PlayStation
8024,72.0,PlayStation
8008,72.0,PlayStation
8023,72.0,PlayStation
8022,72.0,PlayStation
8021,72.0,PlayStation
8019,72.0,PlayStation
8016,72.0,PlayStation
8015,72.0,PlayStation
8012,72.0,PlayStation
8010,72.0,PlayStation
7919,72.0,PlayStation
7985,72.0,PlayStation
7915,72.0,PlayStation
7853,72.0,PlayStation
7869,72.0,PlayStation
7865,72.0,PlayStation
7864,72.0,PlayStation
7863,72.0,PlayStation
7861,72.0,PlayStation
7857,72.0,PlayStation
7855,72.0,PlayStation
7854,72.0,PlayStation
7851,72.0,PlayStation
7871,72.0,PlayStation
7850,72.0,PlayStation
7849,72.0,PlayStation
7846,72.0,PlayStation
7845,72.0,PlayStation
7841,72.0,PlayStation
7913,72.0,PlayStation
7829,72.0,PlayStation
7827,72.0,PlayStation
7870,72.0,PlayStation
7836,72.0,PlayStation
7872,72.0,PlayStation
7899,72.0,PlayStation
7877,72.0,PlayStation
7912,72.0,PlayStation
7909,72.0,PlayStation
7907,72.0,PlayStation
7906,72.0,PlayStation
7905,72.0,PlayStation
7904,72.0,PlayStation
7903,72.0,PlayStation
7910,72.0,PlayStation
7896,72.0,PlayStation
7894,72.0,PlayStation
7893,72.0,PlayStation
7892,72.0,PlayStation
7888,72.0,PlayStation
7895,72.0,PlayStation
7886,72.0,PlayStation
7182,71.0,PlayStation
7196,71.0,PlayStation
7195,71.0,PlayStation
7194,71.0,PlayStation
7192,71.0,PlayStation
7190,71.0,PlayStation
7186,71.0,PlayStation
7183,71.0,PlayStation
7177,71.0,PlayStation
7180,71.0,PlayStation
7179,71.0,PlayStation
7174,71.0,PlayStation
7170,71.0,PlayStation
7168,71.0,PlayStation
7201,71.0,PlayStation
7165,71.0,PlayStation
7166,71.0,PlayStation
7198,71.0,PlayStation
7242,71.0,PlayStation
7206,71.0,PlayStation
7252,71.0,PlayStation
7160,71.0,PlayStation
7272,71.0,PlayStation
7269,71.0,PlayStation
7257,71.0,PlayStation
7255,71.0,PlayStation
7254,71.0,PlayStation
7253,71.0,PlayStation
7249,71.0,PlayStation
7213,71.0,PlayStation
7246,71.0,PlayStation
7237,71.0,PlayStation
7236,71.0,PlayStation
7233,71.0,PlayStation
7228,71.0,PlayStation
7224,71.0,PlayStation
7217,71.0,PlayStation
7162,71.0,PlayStation
7467,71.0,PlayStation
7157,71.0,PlayStation
7071,71.0,PlayStation
7080,71.0,PlayStation
7079,71.0,PlayStation
7077,71.0,PlayStation
7075,71.0,PlayStation
7074,71.0,PlayStation
7073,71.0,PlayStation
7072,71.0,PlayStation
7070,71.0,PlayStation
7093,71.0,PlayStation
7068,71.0,PlayStation
7065,71.0,PlayStation
7062,71.0,PlayStation
7061,71.0,PlayStation
7057,71.0,PlayStation
7056,71.0,PlayStation
7281,71.0,PlayStation
7085,71.0,PlayStation
7095,71.0,PlayStation
7155,71.0,PlayStation
7126,71.0,PlayStation
7154,71.0,PlayStation
7153,71.0,PlayStation
7151,71.0,PlayStation
7148,71.0,PlayStation
7134,71.0,PlayStation
7133,71.0,PlayStation
7132,71.0,PlayStation
7125,71.0,PlayStation
7096,71.0,PlayStation
7122,71.0,PlayStation
7112,71.0,PlayStation
7110,71.0,PlayStation
7107,71.0,PlayStation
7105,71.0,PlayStation
7101,71.0,PlayStation
7100,71.0,PlayStation
7280,71.0,PlayStation
7533,71.0,PlayStation
7286,71.0,PlayStation
7485,71.0,PlayStation
7507,71.0,PlayStation
7503,71.0,PlayStation
7502,71.0,PlayStation
7500,71.0,PlayStation
7494,71.0,PlayStation
7492,71.0,PlayStation
7488,71.0,PlayStation
7480,71.0,PlayStation
7448,71.0,PlayStation
7479,71.0,PlayStation
7476,71.0,PlayStation
7474,71.0,PlayStation
7470,71.0,PlayStation
7469,71.0,PlayStation
7465,71.0,PlayStation
7463,71.0,PlayStation
7509,71.0,PlayStation
7287,71.0,PlayStation
7520,71.0,PlayStation
7522,71.0,PlayStation
7566,71.0,PlayStation
7563,71.0,PlayStation
7561,71.0,PlayStation
7558,71.0,PlayStation
7551,71.0,PlayStation
7550,71.0,PlayStation
7549,71.0,PlayStation
7546,71.0,PlayStation
7543,71.0,PlayStation
7538,71.0,PlayStation
7537,71.0,PlayStation
7534,71.0,PlayStation
7531,71.0,PlayStation
7529,71.0,PlayStation
7528,71.0,PlayStation
7458,71.0,PlayStation
7518,71.0,PlayStation
7447,71.0,PlayStation
7315,71.0,PlayStation
7355,71.0,PlayStation
7351,71.0,PlayStation
7349,71.0,PlayStation
7348,71.0,PlayStation
7343,71.0,PlayStation
7337,71.0,PlayStation
7326,71.0,PlayStation
7311,71.0,PlayStation
7359,71.0,PlayStation
7309,71.0,PlayStation
7307,71.0,PlayStation
7303,71.0,PlayStation
7296,71.0,PlayStation
7293,71.0,PlayStation
7291,71.0,PlayStation
7446,71.0,PlayStation
7358,71.0,PlayStation
7333,71.0,PlayStation
7370,71.0,PlayStation
7405,71.0,PlayStation
7435,71.0,PlayStation
7371,71.0,PlayStation
7432,71.0,PlayStation
7430,71.0,PlayStation
7424,71.0,PlayStation
7422,71.0,PlayStation
7414,71.0,PlayStation
7408,71.0,PlayStation
7420,71.0,PlayStation
7380,71.0,PlayStation
7378,71.0,PlayStation
7377,71.0,PlayStation
7376,71.0,PlayStation
7373,71.0,PlayStation
7372,71.0,PlayStation
6682,70.0,PlayStation
6656,70.0,PlayStation
6683,70.0,PlayStation
6681,70.0,PlayStation
6679,70.0,PlayStation
6678,70.0,PlayStation
6673,70.0,PlayStation
6671,70.0,PlayStation
6666,70.0,PlayStation
6663,70.0,PlayStation
6635,70.0,PlayStation
6650,70.0,PlayStation
6649,70.0,PlayStation
6646,70.0,PlayStation
6645,70.0,PlayStation
6642,70.0,PlayStation
6640,70.0,PlayStation
6626,70.0,PlayStation
6686,70.0,PlayStation
6627,70.0,PlayStation
6684,70.0,PlayStation
6758,70.0,PlayStation
6688,70.0,PlayStation
6731,70.0,PlayStation
6764,70.0,PlayStation
6623,70.0,PlayStation
6761,70.0,PlayStation
6757,70.0,PlayStation
6754,70.0,PlayStation
6748,70.0,PlayStation
6740,70.0,PlayStation
6734,70.0,PlayStation
6724,70.0,PlayStation
6692,70.0,PlayStation
6723,70.0,PlayStation
6718,70.0,PlayStation
6717,70.0,PlayStation
6713,70.0,PlayStation
6707,70.0,PlayStation
6706,70.0,PlayStation
6705,70.0,PlayStation
6694,70.0,PlayStation
6624,70.0,PlayStation
6968,70.0,PlayStation
6622,70.0,PlayStation
6538,70.0,PlayStation
16635,97.0,Xbox
16631,96.0,Xbox
16613,92.0,Xbox
16582,91.0,Xbox
16563,91.0,Xbox
16554,91.0,Xbox
16536,90.0,Xbox
16533,90.0,Xbox
16531,90.0,Xbox
16515,90.0,Xbox
16501,90.0,Xbox
16491,90.0,Xbox
16439,89.0,Xbox
16367,89.0,Xbox
16410,89.0,Xbox
16422,89.0,Xbox
16393,89.0,Xbox
16447,89.0,Xbox
16462,89.0,Xbox
16466,89.0,Xbox
16449,89.0,Xbox
16125,88.0,Xbox
16215,88.0,Xbox
16208,88.0,Xbox
16174,88.0,Xbox
16156,88.0,Xbox
16150,88.0,Xbox
16147,88.0,Xbox
16139,88.0,Xbox
16133,88.0,Xbox
16111,88.0,Xbox
16112,88.0,Xbox
16093,88.0,Xbox
16087,88.0,Xbox
16082,88.0,Xbox
16079,88.0,Xbox
16078,88.0,Xbox
16063,88.0,Xbox
16221,88.0,Xbox
16219,88.0,Xbox
16238,88.0,Xbox
16233,88.0,Xbox
16309,88.0,Xbox
16349,88.0,Xbox
16347,88.0,Xbox
16344,88.0,Xbox
16326,88.0,Xbox
16320,88.0,Xbox
16318,88.0,Xbox
16315,88.0,Xbox
16322,88.0,Xbox
16295,88.0,Xbox
16290,88.0,Xbox
16287,88.0,Xbox
16263,88.0,Xbox
16259,88.0,Xbox
16255,88.0,Xbox
16243,88.0,Xbox
15809,87.0,Xbox
15895,87.0,Xbox
15886,87.0,Xbox
15864,87.0,Xbox
15856,87.0,Xbox
15846,87.0,Xbox
15844,87.0,Xbox
15840,87.0,Xbox
15816,87.0,Xbox
15754,87.0,Xbox
15808,87.0,Xbox
15796,87.0,Xbox
15793,87.0,Xbox
15786,87.0,Xbox
15784,87.0,Xbox
15767,87.0,Xbox
15761,87.0,Xbox
15913,87.0,Xbox
15908,87.0,Xbox
16044,87.0,Xbox
15934,87.0,Xbox
15998,87.0,Xbox
15936,87.0,Xbox
16053,87.0,Xbox
16042,87.0,Xbox
16010,87.0,Xbox
16009,87.0,Xbox
16004,87.0,Xbox
16002,87.0,Xbox
16019,87.0,Xbox
15994,87.0,Xbox
15989,87.0,Xbox
15981,87.0,Xbox
15975,87.0,Xbox
15966,87.0,Xbox
15993,87.0,Xbox
15961,87.0,Xbox
15532,86.0,Xbox
15506,86.0,Xbox
15516,86.0,Xbox
15519,86.0,Xbox
15522,86.0,Xbox
15537,86.0,Xbox
15533,86.0,Xbox
15535,86.0,Xbox
15549,86.0,Xbox
15568,86.0,Xbox
15474,86.0,Xbox
15495,86.0,Xbox
15410,86.0,Xbox
15471,86.0,Xbox
15464,86.0,Xbox
15461,86.0,Xbox
15460,86.0,Xbox
15446,86.0,Xbox
15443,86.0,Xbox
15442,86.0,Xbox
15420,86.0,Xbox
15403,86.0,Xbox
15396,86.0,Xbox
15386,86.0,Xbox
15596,86.0,Xbox
15583,86.0,Xbox
15625,86.0,Xbox
15608,86.0,Xbox
15679,86.0,Xbox
15610,86.0,Xbox
15745,86.0,Xbox
15743,86.0,Xbox
15721,86.0,Xbox
15720,86.0,Xbox
15717,86.0,Xbox
15712,86.0,Xbox
15704,86.0,Xbox
15692,86.0,Xbox
15691,86.0,Xbox
15688,86.0,Xbox
15750,86.0,Xbox
15675,86.0,Xbox
15673,86.0,Xbox
15668,86.0,Xbox
15665,86.0,Xbox
15664,86.0,Xbox
15660,86.0,Xbox
15651,86.0,Xbox
15639,86.0,Xbox
15619,86.0,Xbox
15612,86.0,Xbox
15674,86.0,Xbox
15111,85.0,Xbox
15073,85.0,Xbox
15076,85.0,Xbox
15082,85.0,Xbox
15108,85.0,Xbox
15136,85.0,Xbox
15116,85.0,Xbox
15117,85.0,Xbox
15127,85.0,Xbox
15056,85.0,Xbox
15145,85.0,Xbox
15065,85.0,Xbox
15039,85.0,Xbox
15055,85.0,Xbox
15054,85.0,Xbox
15050,85.0,Xbox
15044,85.0,Xbox
15038,85.0,Xbox
15034,85.0,Xbox
15021,85.0,Xbox
15017,85.0,Xbox
15014,85.0,Xbox
14998,85.0,Xbox
15168,85.0,Xbox
14991,85.0,Xbox
15167,85.0,Xbox
15128,85.0,Xbox
15175,85.0,Xbox
15308,85.0,Xbox
15192,85.0,Xbox
15382,85.0,Xbox
15377,85.0,Xbox
15375,85.0,Xbox
15351,85.0,Xbox
15342,85.0,Xbox
15340,85.0,Xbox
15332,85.0,Xbox
15331,85.0,Xbox
15326,85.0,Xbox
15316,85.0,Xbox
15350,85.0,Xbox
15294,85.0,Xbox
15237,85.0,Xbox
15198,85.0,Xbox
15285,85.0,Xbox
15218,85.0,Xbox
15235,85.0,Xbox
15232,85.0,Xbox
15250,85.0,Xbox
15256,85.0,Xbox
15265,85.0,Xbox
15279,85.0,Xbox
15283,85.0,Xbox
14751,84.0,Xbox
14782,84.0,Xbox
14754,84.0,Xbox
14763,84.0,Xbox
14765,84.0,Xbox
14767,84.0,Xbox
14777,84.0,Xbox
14780,84.0,Xbox
14795,84.0,Xbox
14784,84.0,Xbox
14786,84.0,Xbox
14789,84.0,Xbox
14791,84.0,Xbox
14802,84.0,Xbox
14803,84.0,Xbox
14742,84.0,Xbox
14746,84.0,Xbox
14630,84.0,Xbox
14738,84.0,Xbox
14644,84.0,Xbox
14807,84.0,Xbox
14599,84.0,Xbox
14603,84.0,Xbox
14614,84.0,Xbox
14632,84.0,Xbox
14641,84.0,Xbox
14653,84.0,Xbox
14719,84.0,Xbox
14664,84.0,Xbox
14665,84.0,Xbox
14692,84.0,Xbox
14698,84.0,Xbox
14704,84.0,Xbox
14714,84.0,Xbox
14805,84.0,Xbox
14941,84.0,Xbox
14808,84.0,Xbox
14933,84.0,Xbox
14901,84.0,Xbox
14905,84.0,Xbox
14907,84.0,Xbox
14909,84.0,Xbox
