,Puntuacion_usuario,Marca
8137,73.0,Xbox
8147,73.0,Xbox
8223,73.0,Xbox
8151,73.0,Xbox
8157,73.0,Xbox
8160,73.0,Xbox
8167,73.0,Xbox
8168,73.0,Xbox
8169,73.0,Xbox
8182,73.0,Xbox
8187,73.0,Xbox
8193,73.0,Xbox
8194,73.0,Xbox
8201,73.0,Xbox
8212,73.0,Xbox
8215,73.0,Xbox
8357,73.0,Xbox
8452,73.0,Xbox
8370,73.0,Xbox
8539,73.0,Xbox
8541,73.0,Xbox
8549,73.0,Xbox
8552,73.0,Xbox
8554,73.0,Xbox
8557,73.0,Xbox
8572,73.0,Xbox
8574,73.0,Xbox
8579,73.0,Xbox
8582,73.0,Xbox
8583,73.0,Xbox
8587,73.0,Xbox
8594,73.0,Xbox
8603,73.0,Xbox
8605,73.0,Xbox
8609,73.0,Xbox
8611,73.0,Xbox
8614,73.0,Xbox
8622,73.0,Xbox
8629,73.0,Xbox
8634,73.0,Xbox
8636,73.0,Xbox
8644,73.0,Xbox
8653,73.0,Xbox
8655,73.0,Xbox
8676,73.0,Xbox
8681,73.0,Xbox
8374,73.0,Xbox
8540,73.0,Xbox
8652,73.0,Xbox
8537,73.0,Xbox
8451,73.0,Xbox
8531,73.0,Xbox
8379,73.0,Xbox
8387,73.0,Xbox
8390,73.0,Xbox
8394,73.0,Xbox
8404,73.0,Xbox
8406,73.0,Xbox
8416,73.0,Xbox
8420,73.0,Xbox
8425,73.0,Xbox
8432,73.0,Xbox
8440,73.0,Xbox
8447,73.0,Xbox
8391,73.0,Xbox
8468,73.0,Xbox
8503,73.0,Xbox
8471,73.0,Xbox
8519,73.0,Xbox
8509,73.0,Xbox
8504,73.0,Xbox
8516,73.0,Xbox
8502,73.0,Xbox
8487,73.0,Xbox
8480,73.0,Xbox
8484,73.0,Xbox
8527,73.0,Xbox
8491,73.0,Xbox
7749,72.0,Xbox
7723,72.0,Xbox
7724,72.0,Xbox
7720,72.0,Xbox
7722,72.0,Xbox
7730,72.0,Xbox
7731,72.0,Xbox
7737,72.0,Xbox
7742,72.0,Xbox
7746,72.0,Xbox
7725,72.0,Xbox
7797,72.0,Xbox
7769,72.0,Xbox
7785,72.0,Xbox
7788,72.0,Xbox
7789,72.0,Xbox
7796,72.0,Xbox
7799,72.0,Xbox
7801,72.0,Xbox
7811,72.0,Xbox
7822,72.0,Xbox
7711,72.0,Xbox
7828,72.0,Xbox
7718,72.0,Xbox
7630,72.0,Xbox
7706,72.0,Xbox
7628,72.0,Xbox
7832,72.0,Xbox
7568,72.0,Xbox
7573,72.0,Xbox
7582,72.0,Xbox
7588,72.0,Xbox
7590,72.0,Xbox
7602,72.0,Xbox
7606,72.0,Xbox
7615,72.0,Xbox
7626,72.0,Xbox
7631,72.0,Xbox
7703,72.0,Xbox
7635,72.0,Xbox
7637,72.0,Xbox
7641,72.0,Xbox
7647,72.0,Xbox
7655,72.0,Xbox
7657,72.0,Xbox
7667,72.0,Xbox
7673,72.0,Xbox
7684,72.0,Xbox
7697,72.0,Xbox
7830,72.0,Xbox
7881,72.0,Xbox
7840,72.0,Xbox
7967,72.0,Xbox
7972,72.0,Xbox
7973,72.0,Xbox
7987,72.0,Xbox
7988,72.0,Xbox
7990,72.0,Xbox
8005,72.0,Xbox
8007,72.0,Xbox
8011,72.0,Xbox
8017,72.0,Xbox
8025,72.0,Xbox
8026,72.0,Xbox
8028,72.0,Xbox
8039,72.0,Xbox
8041,72.0,Xbox
8055,72.0,Xbox
8056,72.0,Xbox
8057,72.0,Xbox
8080,72.0,Xbox
8083,72.0,Xbox
8086,72.0,Xbox
7842,72.0,Xbox
7968,72.0,Xbox
8020,72.0,Xbox
7963,72.0,Xbox
7921,72.0,Xbox
7858,72.0,Xbox
7958,72.0,Xbox
7859,72.0,Xbox
7879,72.0,Xbox
7882,72.0,Xbox
7883,72.0,Xbox
7885,72.0,Xbox
7890,72.0,Xbox
7900,72.0,Xbox
7901,72.0,Xbox
7887,72.0,Xbox
7922,72.0,Xbox
7933,72.0,Xbox
7955,72.0,Xbox
7943,72.0,Xbox
7939,72.0,Xbox
7936,72.0,Xbox
7948,72.0,Xbox
7932,72.0,Xbox
7928,72.0,Xbox
7923,72.0,Xbox
7357,71.0,Xbox
7415,71.0,Xbox
7413,71.0,Xbox
7410,71.0,Xbox
7409,71.0,Xbox
7406,71.0,Xbox
7391,71.0,Xbox
7388,71.0,Xbox
7384,71.0,Xbox
7381,71.0,Xbox
7374,71.0,Xbox
7302,71.0,Xbox
7352,71.0,Xbox
7345,71.0,Xbox
7339,71.0,Xbox
7331,71.0,Xbox
7329,71.0,Xbox
7323,71.0,Xbox
7321,71.0,Xbox
7319,71.0,Xbox
7312,71.0,Xbox
7304,71.0,Xbox
7425,71.0,Xbox
7423,71.0,Xbox
7567,71.0,Xbox
7426,71.0,Xbox
7505,71.0,Xbox
7299,71.0,Xbox
7564,71.0,Xbox
7560,71.0,Xbox
7557,71.0,Xbox
7548,71.0,Xbox
7532,71.0,Xbox
7526,71.0,Xbox
7525,71.0,Xbox
7510,71.0,Xbox
7508,71.0,Xbox
7499,71.0,Xbox
7439,71.0,Xbox
7493,71.0,Xbox
7478,71.0,Xbox
7471,71.0,Xbox
7468,71.0,Xbox
7466,71.0,Xbox
7460,71.0,Xbox
7456,71.0,Xbox
7451,71.0,Xbox
7449,71.0,Xbox
7441,71.0,Xbox
7300,71.0,Xbox
7298,71.0,Xbox
7113,71.0,Xbox
7116,71.0,Xbox
7150,71.0,Xbox
7145,71.0,Xbox
7141,71.0,Xbox
7140,71.0,Xbox
7137,71.0,Xbox
7130,71.0,Xbox
7129,71.0,Xbox
7127,71.0,Xbox
7124,71.0,Xbox
7121,71.0,Xbox
7114,71.0,Xbox
7167,71.0,Xbox
7104,71.0,Xbox
7099,71.0,Xbox
7097,71.0,Xbox
7094,71.0,Xbox
7086,71.0,Xbox
7076,71.0,Xbox
7055,71.0,Xbox
7054,71.0,Xbox
7053,71.0,Xbox
7297,71.0,Xbox
7164,71.0,Xbox
7138,71.0,Xbox
7181,71.0,Xbox
7231,71.0,Xbox
7294,71.0,Xbox
7288,71.0,Xbox
7285,71.0,Xbox
7283,71.0,Xbox
7279,71.0,Xbox
7276,71.0,Xbox
7188,71.0,Xbox
7270,71.0,Xbox
7268,71.0,Xbox
7266,71.0,Xbox
7235,71.0,Xbox
7275,71.0,Xbox
7230,71.0,Xbox
7212,71.0,Xbox
7189,71.0,Xbox
7191,71.0,Xbox
7205,71.0,Xbox
7211,71.0,Xbox
7214,71.0,Xbox
7220,71.0,Xbox
7222,71.0,Xbox
7226,71.0,Xbox
6702,70.0,Xbox
6675,70.0,Xbox
6701,70.0,Xbox
6691,70.0,Xbox
6690,70.0,Xbox
6689,70.0,Xbox
6676,70.0,Xbox
6652,70.0,Xbox
6674,70.0,Xbox
6670,70.0,Xbox
6662,70.0,Xbox
6655,70.0,Xbox
6647,70.0,Xbox
6710,70.0,Xbox
6708,70.0,Xbox
6806,70.0,Xbox
6715,70.0,Xbox
6720,70.0,Xbox
6721,70.0,Xbox
6727,70.0,Xbox
6728,70.0,Xbox
6736,70.0,Xbox
6742,70.0,Xbox
6747,70.0,Xbox
6756,70.0,Xbox
6759,70.0,Xbox
6763,70.0,Xbox
6767,70.0,Xbox
6769,70.0,Xbox
6779,70.0,Xbox
6634,70.0,Xbox
6638,70.0,Xbox
6535,70.0,Xbox
6633,70.0,Xbox
6570,70.0,Xbox
6517,70.0,Xbox
6518,70.0,Xbox
6519,70.0,Xbox
6525,70.0,Xbox
6527,70.0,Xbox
6787,70.0,Xbox
6551,70.0,Xbox
6554,70.0,Xbox
6556,70.0,Xbox
6559,70.0,Xbox
6562,70.0,Xbox
6565,70.0,Xbox
6569,70.0,Xbox
6575,70.0,Xbox
6632,70.0,Xbox
6581,70.0,Xbox
6585,70.0,Xbox
6589,70.0,Xbox
6592,70.0,Xbox
6600,70.0,Xbox
6602,70.0,Xbox
6604,70.0,Xbox
6608,70.0,Xbox
6609,70.0,Xbox
6613,70.0,Xbox
6617,70.0,Xbox
6629,70.0,Xbox
6631,70.0,Xbox
6782,70.0,Xbox
6849,70.0,Xbox
6796,70.0,Xbox
6919,70.0,Xbox
6923,70.0,Xbox
6936,70.0,Xbox
6941,70.0,Xbox
6944,70.0,Xbox
6945,70.0,Xbox
6950,70.0,Xbox
6960,70.0,Xbox
6798,70.0,Xbox
6971,70.0,Xbox
6979,70.0,Xbox
6981,70.0,Xbox
6982,70.0,Xbox
6989,70.0,Xbox
6990,70.0,Xbox
6994,70.0,Xbox
7000,70.0,Xbox
7004,70.0,Xbox
7015,70.0,Xbox
7018,70.0,Xbox
7020,70.0,Xbox
7021,70.0,Xbox
7022,70.0,Xbox
7023,70.0,Xbox
7034,70.0,Xbox
7039,70.0,Xbox
7040,70.0,Xbox
7041,70.0,Xbox
7044,70.0,Xbox
7051,70.0,Xbox
6922,70.0,Xbox
6962,70.0,Xbox
6910,70.0,Xbox
6869,70.0,Xbox
6805,70.0,Xbox
6813,70.0,Xbox
6824,70.0,Xbox
6906,70.0,Xbox
6834,70.0,Xbox
6837,70.0,Xbox
6838,70.0,Xbox
6840,70.0,Xbox
6843,70.0,Xbox
6845,70.0,Xbox
6848,70.0,Xbox
6850,70.0,Xbox
6830,70.0,Xbox
6870,70.0,Xbox
6890,70.0,Xbox
6873,70.0,Xbox
6899,70.0,Xbox
6897,70.0,Xbox
6895,70.0,Xbox
6892,70.0,Xbox
6896,70.0,Xbox
6888,70.0,Xbox
6885,70.0,Xbox
6883,70.0,Xbox
6879,70.0,Xbox
6877,70.0,Xbox
6236,69.0,Xbox
6184,69.0,Xbox
6189,69.0,Xbox
6191,69.0,Xbox
6178,69.0,Xbox
6199,69.0,Xbox
6206,69.0,Xbox
6209,69.0,Xbox
6222,69.0,Xbox
6232,69.0,Xbox
6259,69.0,Xbox
6244,69.0,Xbox
6246,69.0,Xbox
6248,69.0,Xbox
6251,69.0,Xbox
6255,69.0,Xbox
6258,69.0,Xbox
6264,69.0,Xbox
6265,69.0,Xbox
6268,69.0,Xbox
6171,69.0,Xbox
6172,69.0,Xbox
6424,69.0,Xbox
6164,69.0,Xbox
6162,69.0,Xbox
6274,69.0,Xbox
6096,69.0,Xbox
6098,69.0,Xbox
6099,69.0,Xbox
6100,69.0,Xbox
6102,69.0,Xbox
6103,69.0,Xbox
6106,69.0,Xbox
6120,69.0,Xbox
6122,69.0,Xbox
6128,69.0,Xbox
6142,69.0,Xbox
6147,69.0,Xbox
6151,69.0,Xbox
6153,69.0,Xbox
6154,69.0,Xbox
6156,69.0,Xbox
6157,69.0,Xbox
6158,69.0,Xbox
6272,69.0,Xbox
6464,69.0,Xbox
6276,69.0,Xbox
6459,69.0,Xbox
6407,69.0,Xbox
6409,69.0,Xbox
6415,69.0,Xbox
6510,69.0,Xbox
6441,69.0,Xbox
6446,69.0,Xbox
6448,69.0,Xbox
6458,69.0,Xbox
6461,69.0,Xbox
6375,69.0,Xbox
6473,69.0,Xbox
6476,69.0,Xbox
6478,69.0,Xbox
6485,69.0,Xbox
6498,69.0,Xbox
6504,69.0,Xbox
6509,69.0,Xbox
6279,69.0,Xbox
6380,69.0,Xbox
6455,69.0,Xbox
6373,69.0,Xbox
6329,69.0,Xbox
6280,69.0,Xbox
6372,69.0,Xbox
6305,69.0,Xbox
6307,69.0,Xbox
6318,69.0,Xbox
6320,69.0,Xbox
6322,69.0,Xbox
6324,69.0,Xbox
6326,69.0,Xbox
6300,69.0,Xbox
6338,69.0,Xbox
6344,69.0,Xbox
6350,69.0,Xbox
6346,69.0,Xbox
6353,69.0,Xbox
6343,69.0,Xbox
6339,69.0,Xbox
6365,69.0,Xbox
5749,68.0,Xbox
5787,68.0,Xbox
5753,68.0,Xbox
5757,68.0,Xbox
5760,68.0,Xbox
5761,68.0,Xbox
5772,68.0,Xbox
5783,68.0,Xbox
5786,68.0,Xbox
5800,68.0,Xbox
5789,68.0,Xbox
5794,68.0,Xbox
5795,68.0,Xbox
5865,68.0,Xbox
5818,68.0,Xbox
5823,68.0,Xbox
5840,68.0,Xbox
5845,68.0,Xbox
5859,68.0,Xbox
5743,68.0,Xbox
5744,68.0,Xbox
5644,68.0,Xbox
5739,68.0,Xbox
5681,68.0,Xbox
5634,68.0,Xbox
5873,68.0,Xbox
5645,68.0,Xbox
5658,68.0,Xbox
5661,68.0,Xbox
5666,68.0,Xbox
5673,68.0,Xbox
5677,68.0,Xbox
5679,68.0,Xbox
5689,68.0,Xbox
5738,68.0,Xbox
5703,68.0,Xbox
5704,68.0,Xbox
5707,68.0,Xbox
5717,68.0,Xbox
5718,68.0,Xbox
5723,68.0,Xbox
5734,68.0,Xbox
5736,68.0,Xbox
5737,68.0,Xbox
5870,68.0,Xbox
5965,68.0,Xbox
5894,68.0,Xbox
6003,68.0,Xbox
6020,68.0,Xbox
6023,68.0,Xbox
6028,68.0,Xbox
6030,68.0,Xbox
6035,68.0,Xbox
5898,68.0,Xbox
6040,68.0,Xbox
6046,68.0,Xbox
6047,68.0,Xbox
6048,68.0,Xbox
6051,68.0,Xbox
6055,68.0,Xbox
6057,68.0,Xbox
6064,68.0,Xbox
6078,68.0,Xbox
6083,68.0,Xbox
6085,68.0,Xbox
6090,68.0,Xbox
6091,68.0,Xbox
6014,68.0,Xbox
6039,68.0,Xbox
5998,68.0,Xbox
5956,68.0,Xbox
5903,68.0,Xbox
5905,68.0,Xbox
5995,68.0,Xbox
5922,68.0,Xbox
5924,68.0,Xbox
5932,68.0,Xbox
5935,68.0,Xbox
5944,68.0,Xbox
5945,68.0,Xbox
5920,68.0,Xbox
5957,68.0,Xbox
5970,68.0,Xbox
5971,68.0,Xbox
5973,68.0,Xbox
5980,68.0,Xbox
5981,68.0,Xbox
5983,68.0,Xbox
5992,68.0,Xbox
5967,68.0,Xbox
5393,67.0,Xbox
5444,67.0,Xbox
5356,67.0,Xbox
5361,67.0,Xbox
5368,67.0,Xbox
5386,67.0,Xbox
5392,67.0,Xbox
5425,67.0,Xbox
5395,67.0,Xbox
5403,67.0,Xbox
5405,67.0,Xbox
5419,67.0,Xbox
5432,67.0,Xbox
5436,67.0,Xbox
5345,67.0,Xbox
5346,67.0,Xbox
5340,67.0,Xbox
5342,67.0,Xbox
5339,67.0,Xbox
5334,67.0,Xbox
5323,67.0,Xbox
5320,67.0,Xbox
5319,67.0,Xbox
5314,67.0,Xbox
5309,67.0,Xbox
5306,67.0,Xbox
5300,67.0,Xbox
5296,67.0,Xbox
5286,67.0,Xbox
5283,67.0,Xbox
5277,67.0,Xbox
5454,67.0,Xbox
5453,67.0,Xbox
5384,67.0,Xbox
5456,67.0,Xbox
5594,67.0,Xbox
5545,67.0,Xbox
5551,67.0,Xbox
5563,67.0,Xbox
5565,67.0,Xbox
5567,67.0,Xbox
5576,67.0,Xbox
5595,67.0,Xbox
5536,67.0,Xbox
5613,67.0,Xbox
5615,67.0,Xbox
5620,67.0,Xbox
5621,67.0,Xbox
5624,67.0,Xbox
5627,67.0,Xbox
5537,67.0,Xbox
5601,67.0,Xbox
5534,67.0,Xbox
5493,67.0,Xbox
5522,67.0,Xbox
5463,67.0,Xbox
5464,67.0,Xbox
5468,67.0,Xbox
5487,67.0,Xbox
5488,67.0,Xbox
5471,67.0,Xbox
5496,67.0,Xbox
5503,67.0,Xbox
5507,67.0,Xbox
5508,67.0,Xbox
5460,67.0,Xbox
5511,67.0,Xbox
5005,66.0,Xbox
5046,66.0,Xbox
5015,66.0,Xbox
5016,66.0,Xbox
5019,66.0,Xbox
5020,66.0,Xbox
5025,66.0,Xbox
5026,66.0,Xbox
5029,66.0,Xbox
5042,66.0,Xbox
5081,66.0,Xbox
5056,66.0,Xbox
5060,66.0,Xbox
5062,66.0,Xbox
5068,66.0,Xbox
5069,66.0,Xbox
5070,66.0,Xbox
5073,66.0,Xbox
5082,66.0,Xbox
5084,66.0,Xbox
4997,66.0,Xbox
4999,66.0,Xbox
4930,66.0,Xbox
4996,66.0,Xbox
4994,66.0,Xbox
4911,66.0,Xbox
4914,66.0,Xbox
4925,66.0,Xbox
4928,66.0,Xbox
4929,66.0,Xbox
5088,66.0,Xbox
4933,66.0,Xbox
4940,66.0,Xbox
4942,66.0,Xbox
4949,66.0,Xbox
4960,66.0,Xbox
4972,66.0,Xbox
4973,66.0,Xbox
4974,66.0,Xbox
4976,66.0,Xbox
4987,66.0,Xbox
4988,66.0,Xbox
4990,66.0,Xbox
4993,66.0,Xbox
5087,66.0,Xbox
4937,66.0,Xbox
5115,66.0,Xbox
5185,66.0,Xbox
5189,66.0,Xbox
5199,66.0,Xbox
5202,66.0,Xbox
5204,66.0,Xbox
5210,66.0,Xbox
5212,66.0,Xbox
5221,66.0,Xbox
5224,66.0,Xbox
5227,66.0,Xbox
5228,66.0,Xbox
5229,66.0,Xbox
5230,66.0,Xbox
5231,66.0,Xbox
5238,66.0,Xbox
5251,66.0,Xbox
5256,66.0,Xbox
5261,66.0,Xbox
5266,66.0,Xbox
5117,66.0,Xbox
5186,66.0,Xbox
5234,66.0,Xbox
5184,66.0,Xbox
5143,66.0,Xbox
5182,66.0,Xbox
5121,66.0,Xbox
5122,66.0,Xbox
5123,66.0,Xbox
5125,66.0,Xbox
5127,66.0,Xbox
5120,66.0,Xbox
5129,66.0,Xbox
5142,66.0,Xbox
5124,66.0,Xbox
5149,66.0,Xbox
5180,66.0,Xbox
5153,66.0,Xbox
5161,66.0,Xbox
5162,66.0,Xbox
5168,66.0,Xbox
5170,66.0,Xbox
5171,66.0,Xbox
5150,66.0,Xbox
4668,65.0,Xbox
4677,65.0,Xbox
4681,65.0,Xbox
4684,65.0,Xbox
4695,65.0,Xbox
4699,65.0,Xbox
4709,65.0,Xbox
4719,65.0,Xbox
4710,65.0,Xbox
4714,65.0,Xbox
4718,65.0,Xbox
4736,65.0,Xbox
4741,65.0,Xbox
4663,65.0,Xbox
4745,65.0,Xbox
4666,65.0,Xbox
4613,65.0,Xbox
4658,65.0,Xbox
4654,65.0,Xbox
4575,65.0,Xbox
4754,65.0,Xbox
4579,65.0,Xbox
4580,65.0,Xbox
4581,65.0,Xbox
4596,65.0,Xbox
4598,65.0,Xbox
4603,65.0,Xbox
4622,65.0,Xbox
4631,65.0,Xbox
4641,65.0,Xbox
4643,65.0,Xbox
4648,65.0,Xbox
4651,65.0,Xbox
4653,65.0,Xbox
4749,65.0,Xbox
4770,65.0,Xbox
4755,65.0,Xbox
4888,65.0,Xbox
4860,65.0,Xbox
4861,65.0,Xbox
4863,65.0,Xbox
4870,65.0,Xbox
4871,65.0,Xbox
4873,65.0,Xbox
4894,65.0,Xbox
4852,65.0,Xbox
4895,65.0,Xbox
4900,65.0,Xbox
4904,65.0,Xbox
4906,65.0,Xbox
4908,65.0,Xbox
4763,65.0,Xbox
4856,65.0,Xbox
4875,65.0,Xbox
4851,65.0,Xbox
4795,65.0,Xbox
4772,65.0,Xbox
4835,65.0,Xbox
4773,65.0,Xbox
4776,65.0,Xbox
4780,65.0,Xbox
4793,65.0,Xbox
4794,65.0,Xbox
4790,65.0,Xbox
4798,65.0,Xbox
4818,65.0,Xbox
4820,65.0,Xbox
4822,65.0,Xbox
4825,65.0,Xbox
4830,65.0,Xbox
4294,64.0,Xbox
4331,64.0,Xbox
4302,64.0,Xbox
4305,64.0,Xbox
4310,64.0,Xbox
4314,64.0,Xbox
4317,64.0,Xbox
4320,64.0,Xbox
4330,64.0,Xbox
4363,64.0,Xbox
4336,64.0,Xbox
4337,64.0,Xbox
4338,64.0,Xbox
4339,64.0,Xbox
4344,64.0,Xbox
4360,64.0,Xbox
4366,64.0,Xbox
4292,64.0,Xbox
4293,64.0,Xbox
4219,64.0,Xbox
4290,64.0,Xbox
4288,64.0,Xbox
4370,64.0,Xbox
4217,64.0,Xbox
4218,64.0,Xbox
4220,64.0,Xbox
4222,64.0,Xbox
4225,64.0,Xbox
4227,64.0,Xbox
4234,64.0,Xbox
4235,64.0,Xbox
4236,64.0,Xbox
4244,64.0,Xbox
4265,64.0,Xbox
4272,64.0,Xbox
4215,64.0,Xbox
4273,64.0,Xbox
4278,64.0,Xbox
4279,64.0,Xbox
4368,64.0,Xbox
4474,64.0,Xbox
4374,64.0,Xbox
4460,64.0,Xbox
4463,64.0,Xbox
4467,64.0,Xbox
4468,64.0,Xbox
4470,64.0,Xbox
4476,64.0,Xbox
4480,64.0,Xbox
4481,64.0,Xbox
4486,64.0,Xbox
4494,64.0,Xbox
4505,64.0,Xbox
4515,64.0,Xbox
4520,64.0,Xbox
4532,64.0,Xbox
4538,64.0,Xbox
4551,64.0,Xbox
4565,64.0,Xbox
4375,64.0,Xbox
4462,64.0,Xbox
4562,64.0,Xbox
4458,64.0,Xbox
4401,64.0,Xbox
4376,64.0,Xbox
4452,64.0,Xbox
4385,64.0,Xbox
4386,64.0,Xbox
4390,64.0,Xbox
4395,64.0,Xbox
4398,64.0,Xbox
4380,64.0,Xbox
4407,64.0,Xbox
4423,64.0,Xbox
4426,64.0,Xbox
4429,64.0,Xbox
4439,64.0,Xbox
4441,64.0,Xbox
4408,64.0,Xbox
4440,64.0,Xbox
3999,63.0,Xbox
3979,63.0,Xbox
3985,63.0,Xbox
3986,63.0,Xbox
3995,63.0,Xbox
3998,63.0,Xbox
4018,63.0,Xbox
4010,63.0,Xbox
4017,63.0,Xbox
4026,63.0,Xbox
4041,63.0,Xbox
4044,63.0,Xbox
4047,63.0,Xbox
3974,63.0,Xbox
4053,63.0,Xbox
3975,63.0,Xbox
3924,63.0,Xbox
3971,63.0,Xbox
3968,63.0,Xbox
4067,63.0,Xbox
3892,63.0,Xbox
3894,63.0,Xbox
3901,63.0,Xbox
3905,63.0,Xbox
3908,63.0,Xbox
3916,63.0,Xbox
3917,63.0,Xbox
3921,63.0,Xbox
3927,63.0,Xbox
3945,63.0,Xbox
3946,63.0,Xbox
3950,63.0,Xbox
3964,63.0,Xbox
3965,63.0,Xbox
4063,63.0,Xbox
3983,63.0,Xbox
4068,63.0,Xbox
4146,63.0,Xbox
4148,63.0,Xbox
4154,63.0,Xbox
4156,63.0,Xbox
4157,63.0,Xbox
4158,63.0,Xbox
4163,63.0,Xbox
4165,63.0,Xbox
4168,63.0,Xbox
4179,63.0,Xbox
4193,63.0,Xbox
4198,63.0,Xbox
4201,63.0,Xbox
4204,63.0,Xbox
4213,63.0,Xbox
4072,63.0,Xbox
4147,63.0,Xbox
4202,63.0,Xbox
4138,63.0,Xbox
4104,63.0,Xbox
4073,63.0,Xbox
4135,63.0,Xbox
4079,63.0,Xbox
4080,63.0,Xbox
4084,63.0,Xbox
4102,63.0,Xbox
4074,63.0,Xbox
4107,63.0,Xbox
4111,63.0,Xbox
4123,63.0,Xbox
4125,63.0,Xbox
4130,63.0,Xbox
4109,63.0,Xbox
4129,63.0,Xbox
3713,62.0,Xbox
3686,62.0,Xbox
3688,62.0,Xbox
3695,62.0,Xbox
3706,62.0,Xbox
3718,62.0,Xbox
3714,62.0,Xbox
3715,62.0,Xbox
3719,62.0,Xbox
3724,62.0,Xbox
3729,62.0,Xbox
3683,62.0,Xbox
3732,62.0,Xbox
3685,62.0,Xbox
3661,62.0,Xbox
3678,62.0,Xbox
3676,62.0,Xbox
3674,62.0,Xbox
3673,62.0,Xbox
3672,62.0,Xbox
3662,62.0,Xbox
3658,62.0,Xbox
3657,62.0,Xbox
3650,62.0,Xbox
3638,62.0,Xbox
3636,62.0,Xbox
3632,62.0,Xbox
3627,62.0,Xbox
3735,62.0,Xbox
3734,62.0,Xbox
3768,62.0,Xbox
3739,62.0,Xbox
3792,62.0,Xbox
3885,62.0,Xbox
3851,62.0,Xbox
3843,62.0,Xbox
3840,62.0,Xbox
3838,62.0,Xbox
3835,62.0,Xbox
3828,62.0,Xbox
3824,62.0,Xbox
3743,62.0,Xbox
3801,62.0,Xbox
3800,62.0,Xbox
3794,62.0,Xbox
3793,62.0,Xbox
3820,62.0,Xbox
3791,62.0,Xbox
3753,62.0,Xbox
3782,62.0,Xbox
3748,62.0,Xbox
3750,62.0,Xbox
3751,62.0,Xbox
3752,62.0,Xbox
3746,62.0,Xbox
3755,62.0,Xbox
3758,62.0,Xbox
3760,62.0,Xbox
3767,62.0,Xbox
3781,62.0,Xbox
3460,61.0,Xbox
3496,61.0,Xbox
3494,61.0,Xbox
3492,61.0,Xbox
3487,61.0,Xbox
3483,61.0,Xbox
3479,61.0,Xbox
3475,61.0,Xbox
3471,61.0,Xbox
3466,61.0,Xbox
3465,61.0,Xbox
3504,61.0,Xbox
3447,61.0,Xbox
3442,61.0,Xbox
3437,61.0,Xbox
3430,61.0,Xbox
3426,61.0,Xbox
3419,61.0,Xbox
3414,61.0,Xbox
3410,61.0,Xbox
3409,61.0,Xbox
3396,61.0,Xbox
3395,61.0,Xbox
3498,61.0,Xbox
3508,61.0,Xbox
3588,61.0,Xbox
3571,61.0,Xbox
3512,61.0,Xbox
3622,61.0,Xbox
3604,61.0,Xbox
3602,61.0,Xbox
3597,61.0,Xbox
3583,61.0,Xbox
3581,61.0,Xbox
3579,61.0,Xbox
3574,61.0,Xbox
3573,61.0,Xbox
3578,61.0,Xbox
3568,61.0,Xbox
3534,61.0,Xbox
3525,61.0,Xbox
3526,61.0,Xbox
3527,61.0,Xbox
3563,61.0,Xbox
3533,61.0,Xbox
3542,61.0,Xbox
3555,61.0,Xbox
3557,61.0,Xbox
3198,60.0,Xbox
3201,60.0,Xbox
3203,60.0,Xbox
3204,60.0,Xbox
3209,60.0,Xbox
3212,60.0,Xbox
3210,60.0,Xbox
3133,60.0,Xbox
3218,60.0,Xbox
3219,60.0,Xbox
3231,60.0,Xbox
3235,60.0,Xbox
3237,60.0,Xbox
3239,60.0,Xbox
3181,60.0,Xbox
3186,60.0,Xbox
3115,60.0,Xbox
3172,60.0,Xbox
3165,60.0,Xbox
3161,60.0,Xbox
3158,60.0,Xbox
3143,60.0,Xbox
3140,60.0,Xbox
3131,60.0,Xbox
3130,60.0,Xbox
3129,60.0,Xbox
3120,60.0,Xbox
3248,60.0,Xbox
3114,60.0,Xbox
3110,60.0,Xbox
3104,60.0,Xbox
3245,60.0,Xbox
3267,60.0,Xbox
3256,60.0,Xbox
3317,60.0,Xbox
3387,60.0,Xbox
3385,60.0,Xbox
3382,60.0,Xbox
3377,60.0,Xbox
3374,60.0,Xbox
3370,60.0,Xbox
3263,60.0,Xbox
3368,60.0,Xbox
3367,60.0,Xbox
3353,60.0,Xbox
3347,60.0,Xbox
3333,60.0,Xbox
3322,60.0,Xbox
3318,60.0,Xbox
3369,60.0,Xbox
3316,60.0,Xbox
3283,60.0,Xbox
3313,60.0,Xbox
3269,60.0,Xbox
3278,60.0,Xbox
3279,60.0,Xbox
3281,60.0,Xbox
3270,60.0,Xbox
3285,60.0,Xbox
3296,60.0,Xbox
3299,60.0,Xbox
3300,60.0,Xbox
3310,60.0,Xbox
2928,59.0,Xbox
2984,59.0,Xbox
2979,59.0,Xbox
2963,59.0,Xbox
2955,59.0,Xbox
2950,59.0,Xbox
2944,59.0,Xbox
2934,59.0,Xbox
2933,59.0,Xbox
2908,59.0,Xbox
2922,59.0,Xbox
2919,59.0,Xbox
2914,59.0,Xbox
2913,59.0,Xbox
2909,59.0,Xbox
2905,59.0,Xbox
2898,59.0,Xbox
2996,59.0,Xbox
2990,59.0,Xbox
2999,59.0,Xbox
3086,59.0,Xbox
3054,59.0,Xbox
3089,59.0,Xbox
3070,59.0,Xbox
3067,59.0,Xbox
3065,59.0,Xbox
3064,59.0,Xbox
3001,59.0,Xbox
3055,59.0,Xbox
3060,59.0,Xbox
3047,59.0,Xbox
3042,59.0,Xbox
3037,59.0,Xbox
3036,59.0,Xbox
