id,Nombre,Plataforma,Marca,Puntuacion_usuario
8304,Ninja Gaiden Sigma Plus,PlayStationVita,PlayStation,73.0
8305,Red Orchestra 2: Heroes of Stalingrad,PC,PC_Gamer,73.0
8306,MotoGP 20,PlayStation4,PlayStation,73.0
8307,Dexter's Laboratory: Deesaster Strikes!,GameBoyAdvance,Nintendo,73.0
8308,The Walking Dead: Michonne - Episode 1: In Too Deep,XboxOne,Xbox,73.0
8309,Get Packed,Stadia,OTRO,73.0
8310,Trainz Railroad Simulator 2004,PC,PC_Gamer,73.0
8311,Lamplight City,PC,PC_Gamer,73.0
8312,BioShock: The Collection,PC,PC_Gamer,73.0
8313,The Last Campfire,PC,PC_Gamer,73.0
8314,Dawnspire: Prelude,PC,PC_Gamer,73.0
8315,LEGO Batman 2: DC Super Heroes,WiiU,Nintendo,73.0
8316,Serious Sam Double D,PC,PC_Gamer,73.0
8317,Remnant: From the Ashes,XboxOne,Xbox,73.0
8318,Tembo the Badass Elephant,XboxOne,Xbox,73.0
8319,Majesty 2: The Fantasy Kingdom Sim,PC,PC_Gamer,73.0
8320,MotoGP 2,Xbox,Xbox,73.0
8321,Penny Arcade Adventures: Episode Three,PC,PC_Gamer,73.0
8322,ShootMania Storm,PC,PC_Gamer,73.0
8323,The Legend of Heroes III: Song of the Ocean,PSP,PlayStation,73.0
8324,Jurassic World Evolution,PC,PC_Gamer,73.0
8325,Before the Echo,PC,PC_Gamer,73.0
8326,Sniper Elite: Nazi Zombie Army,PC,PC_Gamer,73.0
8327,Sudden Strike 4,PlayStation4,PlayStation,73.0
8328,Shadow Warrior,PlayStation4,PlayStation,73.0
8329,Robotech: Invasion,PlayStation2,PlayStation,73.0
8330,Rise of the Argonauts,Xbox360,Xbox,73.0
8331,Sniper Elite 4,XboxOne,Xbox,73.0
8332,MXRider,PlayStation2,PlayStation,73.0
8333,Chariot,PlayStation4,PlayStation,73.0
8334,Hitman HD Trilogy,Xbox360,Xbox,73.0
8335,Skullgirls: 2nd Encore,PlayStation4,PlayStation,73.0
8336,Spider-Man: The Movie,GameCube,Nintendo,73.0
8337,AVICII Invector Encore Edition,Switch,Nintendo,73.0
8338,Baldur's Gate: Dark Alliance,GameBoyAdvance,Nintendo,73.0
8339,Shadows: Awakening,PC,PC_Gamer,73.0
8340,Megabyte Punch,PC,PC_Gamer,73.0
8341,PixelJunk Monsters: Ultimate,PC,PC_Gamer,73.0
8342,Samurai Warriors 2: Empires,PlayStation2,PlayStation,73.0
8343,Tower Bloxx Deluxe,Xbox360,Xbox,73.0
8344,Loadout,PC,PC_Gamer,73.0
8345,NCAA Football 2003,Xbox,Xbox,73.0
8346,Madden NFL 2002,PlayStation,PlayStation,73.0
8347,Control,PlayStation4,PlayStation,73.0
8348,Tokobot,PSP,PlayStation,73.0
8349,Medal of Honor Frontline,Xbox,Xbox,73.0
8350,Kung Fu Panda,PlayStation3,PlayStation,73.0
8351,de Blob 2,XboxOne,Xbox,73.0
8352,XCOM 2,PlayStation4,PlayStation,73.0
8353,2Dark,PlayStation4,PlayStation,73.0
8354,Dungeon Defenders,PC,PC_Gamer,73.0
8355,Daemon X Machina,Switch,Nintendo,73.0
8356,Broken Sword: The Sleeping Dragon,PC,PC_Gamer,73.0
8357,Tomb Raider: Legend,Xbox360,Xbox,73.0
8358,SteamWorld Dig,PC,PC_Gamer,73.0
8359,Captain Tsubasa: Rise of New Champions,PlayStation4,PlayStation,73.0
8360,Sonic Shuffle,Dreamcast,OTRO,73.0
8361,Remember Me,PlayStation3,PlayStation,73.0
8362,Super Stardust Portable,PSP,PlayStation,73.0
8363,King's Quest Chapter 1: A Knight to Remember,PC,PC_Gamer,73.0
8364,Apotheon,PlayStation4,PlayStation,73.0
8365,No Straight Roads,PC,PC_Gamer,73.0
8366,Heroes of Newerth,PC,PC_Gamer,73.0
8367,PGA Tour 2K21,PlayStation4,PlayStation,73.0
8368,Cities: Skylines - PlayStation 4 Edition,PlayStation4,PlayStation,73.0
8369,Naruto Shippuden: Ultimate Ninja Storm Revolution,Xbox360,Xbox,73.0
8370,11-11: Memories Retold,XboxOne,Xbox,73.0
8371,Death Stranding,PlayStation4,PlayStation,73.0
8372,CONSORTIUM,PC,PC_Gamer,73.0
8373,Dissidia: Final Fantasy NT,PlayStation4,PlayStation,73.0
8374,Spellbreak,XboxOne,Xbox,73.0
8375,Deus Ex: Human Revolution - The Missing Link,PC,PC_Gamer,73.0
8376,Dokapon Journey,DS,Nintendo,73.0
8377,Tiger Woods PGA Tour 2004,PC,PC_Gamer,73.0
8378,Marvel vs. Capcom 3: Fate of Two Worlds,PlayStation3,PlayStation,73.0
8379,Guilty Gear X2 #Reload,Xbox,Xbox,73.0
8380,Get Even,PlayStation4,PlayStation,73.0
8381,Mushroom 11,PC,PC_Gamer,73.0
8382,The Next Big Thing,PC,PC_Gamer,73.0
8383,Wargroove,Switch,Nintendo,73.0
8384,Thumper,PlayStation4,PlayStation,73.0
8385,TrackMania: Build to Race,Wii,Nintendo,73.0
8386,Ys: The Ark of Napishtim,PSP,PlayStation,73.0
8387,State of Mind,XboxOne,Xbox,73.0
8388,Laser Squad Nemesis,PC,PC_Gamer,73.0
8389,WorldShift,PC,PC_Gamer,73.0
8390,Teenage Mutant Ninja Turtles: 1989 Classic Arcade,Xbox360,Xbox,73.0
8391,Ridge Racer 6,Xbox360,Xbox,73.0
8392,Ribbit King,GameCube,Nintendo,73.0
8393,The Red Solstice,PC,PC_Gamer,73.0
8394,Thronebreaker: The Witcher Tales,XboxOne,Xbox,73.0
8395,Batman: The Enemy Within - Episode 3: The Fractured Mask,PC,PC_Gamer,73.0
8396,Nintendogs + Cats: Golden Retriever & New Friends,3DS,Nintendo,73.0
8397,Crookz: The Big Heist,PC,PC_Gamer,73.0
8398,Kick & Fennick,PlayStationVita,PlayStation,73.0
8399,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PlayStation4,PlayStation,73.0
8400,DiRT,PC,PC_Gamer,73.0
8401,Shovel Knight Showdown,Switch,Nintendo,73.0
8402,Heroes Over Europe,PC,PC_Gamer,73.0
8403,Crazy Taxi,PlayStation3,PlayStation,73.0
8404,Open Season,Xbox360,Xbox,73.0
8405,Day of the Tentacle Remastered,PlayStation4,PlayStation,73.0
8406,RayStorm HD,Xbox360,Xbox,73.0
8407,Race the Sun,PC,PC_Gamer,73.0
8408,Watchmen: The End Is Nigh Complete Experience,PlayStation3,PlayStation,73.0
8409,Madden NFL 2002,PlayStation2,PlayStation,73.0
8410,Game of Thrones: Episode One - Iron From Ice,PC,PC_Gamer,73.0
8411,"Sam & Max Episode 205: What's New, Beelzebub?",PC,PC_Gamer,73.0
8412,Mass Effect 2: Kasumi - Stolen Memory,PC,PC_Gamer,73.0
8413,Zwei: The Ilvard Insurrection,PC,PC_Gamer,73.0
8414,Fight Crab,PC,PC_Gamer,73.0
8415,Sonic Adventure,PlayStation3,PlayStation,73.0
8416,IndyCar Series,Xbox,Xbox,73.0
8417,Resogun: Heroes,PlayStation4,PlayStation,73.0
8418,Farming Simulator: Nintendo Switch Edition,Switch,Nintendo,73.0
8419,Red Wings: Aces of the Sky,Switch,Nintendo,73.0
8420,Turok: Evolution,Xbox,Xbox,73.0
8421,Spider-Man: The Movie,PC,PC_Gamer,73.0
8422,Mutant Mudds Deluxe,WiiU,Nintendo,73.0
8423,Blackguards 2,PC,PC_Gamer,73.0
8424,Dark Age of Camelot: Trials of Atlantis,PC,PC_Gamer,73.0
8425,Q.U.B.E. 2,XboxOne,Xbox,73.0
8426,Spawn: Armageddon,GameCube,Nintendo,73.0
8427,DC Universe Online,PlayStation3,PlayStation,73.0
8428,Anarcute,PC,PC_Gamer,73.0
8429,High Heat Major League Baseball 2003,PC,PC_Gamer,73.0
8430,Watchmen: The End Is Nigh,PC,PC_Gamer,73.0
8431,Pro Evolution Soccer 2009,PC,PC_Gamer,73.0
8432,Hitman 2,XboxOne,Xbox,73.0
8433,Marvel's Guardians of the Galaxy: The Telltale Series,PC,PC_Gamer,73.0
8434,Allegiance,PC,PC_Gamer,73.0
8435,Phantom Breaker: Battle Grounds,PC,PC_Gamer,73.0
8436,The Suicide of Rachel Foster,PC,PC_Gamer,73.0
8437,Sheep,PC,PC_Gamer,73.0
8438,Super Mario Advance,GameBoyAdvance,Nintendo,73.0
8439,Sorcery,PlayStation3,PlayStation,73.0
8440,DreamWorks Kung Fu Panda,Xbox360,Xbox,73.0
8441,Manifold Garden,Switch,Nintendo,73.0
8442,Soul of Darkness,DS,Nintendo,73.0
8443,Hearts of Iron: Platinum,PC,PC_Gamer,73.0
8444,Virtua Tennis,Dreamcast,OTRO,73.0
8445,Lair of the Clockwork God,PC,PC_Gamer,73.0
8446,Pure Futbol,PlayStation3,PlayStation,73.0
8447,Apex,Xbox,Xbox,73.0
8448,Star Trek: Starfleet Command III,PC,PC_Gamer,73.0
8449,Stick it to the Man!,PC,PC_Gamer,73.0
8450,Heroes of Hammerwatch - Ultimate Edition,Switch,Nintendo,73.0
8451,Sonic's Ultimate Genesis Collection,Xbox360,Xbox,73.0
8452,Fragments of Him,XboxOne,Xbox,73.0
8453,Mark McMorris Infinite Air,PlayStation4,PlayStation,73.0
8454,Wolfenstein II: The New Colossus,PlayStation4,PlayStation,73.0
8455,OVIVO,PC,PC_Gamer,73.0
8456,Shakedown Hawaii,Switch,Nintendo,73.0
8457,Sega Superstars Tennis,PlayStation3,PlayStation,73.0
8458,Dark Souls III: Ashes of Ariandel,PlayStation4,PlayStation,73.0
8459,EverQuest: Gates of Discord,PC,PC_Gamer,73.0
8460,The Awesome Adventures of Captain Spirit,PC,PC_Gamer,73.0
8461,NFL 2K3,PlayStation2,PlayStation,73.0
8462,All-Pro Football 2K8,PlayStation3,PlayStation,73.0
8463,MechWarrior 4: Black Knight Expansion,PC,PC_Gamer,73.0
8464,MLB The Show 16,PlayStation4,PlayStation,73.0
8465,Pokemon Trozei!,DS,Nintendo,73.0
8466,NHL 2001,PlayStation,PlayStation,73.0
8467,Battle Engine Aquila,PC,PC_Gamer,73.0
8468,World Series Baseball 2K3,Xbox,Xbox,73.0
8469,The Last Door: Season 2,PC,PC_Gamer,73.0
8470,Warp,PlayStation3,PlayStation,73.0
8471,Constantine,Xbox,Xbox,73.0
8472,XIII,GameCube,Nintendo,73.0
8473,Sorcery Saga: The Curse of the Great Curry God,PlayStationVita,PlayStation,73.0
8474,Zack Zero,PlayStation3,PlayStation,73.0
8475,Furi,Switch,Nintendo,73.0
8476,Virtua Fighter 5,PlayStation3,PlayStation,73.0
8477,Spintires: Mudrunner,PlayStation4,PlayStation,73.0
8478,Pirates of the Caribbean Online,PC,PC_Gamer,73.0
8479,Pro Evolution Soccer 2017,PlayStation4,PlayStation,73.0
8480,oOo: Ascension,XboxOne,Xbox,73.0
8481,Out of Ammo,PlayStation4,PlayStation,73.0
8482,Frobisher Says!,PlayStationVita,PlayStation,73.0
8483,Avatar: The Last Airbender,DS,Nintendo,73.0
8484,Street Fighter IV,Xbox360,Xbox,73.0
8485,Rock of Ages 2: Bigger & Boulder,PlayStation4,PlayStation,73.0
8486,Atari Anniversary Edition,PC,PC_Gamer,73.0
8487,Robert Ludlum's The Bourne Conspiracy,Xbox360,Xbox,73.0
8488,Disney/Pixar Ratatouille,DS,Nintendo,73.0
8489,KickBeat,PlayStationVita,PlayStation,73.0
8490,Midway Arcade Treasures 2,GameCube,Nintendo,73.0
8491,Bubble Bobble Neo!,Xbox360,Xbox,73.0
8492,Sam & Max Episode 203: Night of the Raving Dead,PC,PC_Gamer,73.0
8493,Twisted Metal: Black Online,PlayStation2,PlayStation,73.0
8494,Pac-Man World 3,GameCube,Nintendo,73.0
8495,Mobile Suit Gundam: Extreme VS. MaxiBoost ON,PlayStation4,PlayStation,73.0
8496,NFL Street 2 Unleashed,PSP,PlayStation,73.0
8497,Deus Ex: Human Revolution - The Missing Link,PlayStation3,PlayStation,73.0
8498,Batman: The Brave and the Bold - The Videogame,Wii,Nintendo,73.0
8499,Grand Kingdom,PlayStation4,PlayStation,73.0
8500,Hammerin' Hero,PSP,PlayStation,73.0
8501,Cossacks II: Napoleonic Wars,PC,PC_Gamer,73.0
8502,Dynasty Warriors 6 Empires,Xbox360,Xbox,73.0
8503,World Series Baseball,Xbox,Xbox,73.0
8504,Raze's Hell,Xbox,Xbox,73.0
8505,Immortal Legacy: The Jade Cipher,PlayStation4,PlayStation,73.0
8506,Ironcast,PC,PC_Gamer,73.0
8507,Bleed,Switch,Nintendo,73.0
8508,Pursuit Force: Extreme Justice,PSP,PlayStation,73.0
8509,Tom Clancy's Ghost Recon: Future Soldier,Xbox360,Xbox,73.0
8510,Two Worlds II: Pirates of the Flying Fortress,PC,PC_Gamer,73.0
8511,Mario and Donkey Kong: Minis on the Move,3DS,Nintendo,73.0
8512,Naruto Shippuden: Ultimate Ninja Storm Revolution,PlayStation3,PlayStation,73.0
8513,Fight Night Champion,PlayStation3,PlayStation,73.0
8514,The Thin Silence,PC,PC_Gamer,73.0
8515,Battlerite,PC,PC_Gamer,73.0
8516,Tecmo Bowl Throwback,Xbox360,Xbox,73.0
8517,Downwell,Switch,Nintendo,73.0
8518,This is the Police,Switch,Nintendo,73.0
8519,Conflict: Vietnam,Xbox,Xbox,73.0
8520,Escape Plan,PlayStationVita,PlayStation,73.0
8521,NBA 2K2,Dreamcast,OTRO,73.0
8522,Every Extend Extra,PSP,PlayStation,73.0
8523,Sundered,PC,PC_Gamer,73.0
8524,Terminator: Resistance,PlayStation4,PlayStation,73.0
8525,Disney/Pixar Ratatouille,PSP,PlayStation,73.0
8526,Knights And Bikes,PC,PC_Gamer,73.0
8527,LEGO Pirates of the Caribbean: The Video Game,Xbox360,Xbox,73.0
8528,White Day: A Labyrinth Named School,PlayStation4,PlayStation,73.0
8529,Akiba's Trip: Undead & Undressed,PlayStationVita,PlayStation,73.0
8530,Warhammer: Mark of Chaos,PC,PC_Gamer,73.0
8531,25 to Life,Xbox,Xbox,73.0
8532,Dead or Alive 5 Last Round,PlayStation4,PlayStation,73.0
8533,Turok 2: Seeds of Evil Remaster,Switch,Nintendo,73.0
8534,Death's Gambit,PC,PC_Gamer,73.0
8535,FIFA World Cup: Germany 2006,DS,Nintendo,73.0
8536,Shattered Galaxy,PC,PC_Gamer,73.0
8537,NBA Jam,Xbox360,Xbox,73.0
8538,Guardians of Middle-Earth,PlayStation3,PlayStation,73.0
8539,Yonder: The Cloud Catcher Chronicles,XboxOne,Xbox,73.0
8540,NBA 2K10: Draft Combine,Xbox360,Xbox,73.0
8541,Resident Evil: Revelations 2 - Episode 3: Judgment,XboxOne,Xbox,73.0
8542,Cities: Skylines - Nintendo Switch Edition,Switch,Nintendo,73.0
8543,Rollers of the Realm,PC,PC_Gamer,73.0
8544,Observation,PC,PC_Gamer,73.0
8545,Bleach: The Blade of Fate,DS,Nintendo,73.0
8546,Steins;Gate Elite,PlayStation4,PlayStation,73.0
8547,Time Crisis 4,PlayStation3,PlayStation,73.0
8548,Rampage: Total Destruction,PlayStation2,PlayStation,73.0
8549,Tropico 6,XboxOne,Xbox,73.0
8550,Infernal,PC,PC_Gamer,73.0
8551,Redeemer,PC,PC_Gamer,73.0
8552,Tesla vs Lovecraft,XboxOne,Xbox,73.0
8553,Anima: Gate of Memories,PlayStation4,PlayStation,73.0
8554,Madagascar,Xbox,Xbox,73.0
8555,Windbound,Switch,Nintendo,73.0
8556,Command & Conquer: Red Alert 3,PlayStation3,PlayStation,73.0
8557,Metal Slug XX,Xbox360,Xbox,73.0
8558,Medal of Honor: Airborne,PC,PC_Gamer,73.0
8559,Call of Duty: Modern Warfare - Mobilized,DS,Nintendo,73.0
8560,Just Dance 2,Wii,Nintendo,73.0
8561,Spintires: MudRunner,PC,PC_Gamer,73.0
8562,Tony Hawk's Pro Skater 1 + 2,PC,PC_Gamer,73.0
8563,Shadow of the Beast,PlayStation4,PlayStation,73.0
8564,Virtua Tennis 2009,Wii,Nintendo,73.0
8565,Devil Kings,PlayStation2,PlayStation,73.0
8566,Sword Art Online: Fatal Bullet,PlayStation4,PlayStation,73.0
8567,The Legend of Kage 2,DS,Nintendo,73.0
8568,Clive Barker's Jericho,PlayStation3,PlayStation,73.0
8569,Zombie Apocalypse,PlayStation3,PlayStation,73.0
8570,The Metronomicon,PC,PC_Gamer,73.0
8571,LocoRoco 2 Remastered,PlayStation4,PlayStation,73.0
8572,Midway Arcade Treasures,Xbox,Xbox,73.0
8573,Bust-A-Move DS,DS,Nintendo,73.0
8574,Hybrid,Xbox360,Xbox,73.0
8575,Tony Hawk's Downhill Jam,PlayStation2,PlayStation,73.0
8576,Guitar Hero: Smash Hits,PlayStation3,PlayStation,73.0
8577,TerRover,PlayStation3,PlayStation,73.0
8578,Sakura Samurai: Art of the Sword,3DS,Nintendo,73.0
8579,Outlaw Tennis,Xbox,Xbox,73.0
8580,Warriors: Legends of Troy,PlayStation3,PlayStation,73.0
8581,LEGO Pirates of the Caribbean: The Video Game,Wii,Nintendo,73.0
8582,Need for Speed Carbon,Xbox,Xbox,73.0
8583,Colin McRae Rally 3,Xbox,Xbox,73.0
8584,Dungeons 2,PC,PC_Gamer,73.0
8585,Hard Reset,PC,PC_Gamer,73.0
8586,Ford Bold Moves Street Racing,PSP,PlayStation,73.0
8587,Spelunky,Xbox360,Xbox,73.0
8588,Sonic Heroes,PlayStation2,PlayStation,73.0
8589,Puyo Puyo Tetris,PlayStation4,PlayStation,73.0
8590,Tomb Raider: Anniversary,Wii,Nintendo,73.0
8591,The Alliance Alive HD Remastered,Switch,Nintendo,73.0
8592,The Walking Dead: Michonne - Episode 3: What We Deserve,PC,PC_Gamer,73.0
8593,Inazuma Eleven 3: Team Ogre Attacks!,3DS,Nintendo,73.0
8594,Aliens vs. Predator,Xbox360,Xbox,73.0
8595,Lethal Skies II,PlayStation2,PlayStation,73.0
8596,Marvel Ultimate Alliance 3: The Black Order,Switch,Nintendo,73.0
8597,Harvest Moon DS,DS,Nintendo,73.0
8598,Psycho-Pass: Mandatory Happiness,PlayStationVita,PlayStation,73.0
8599,Apache: Air Assault,PC,PC_Gamer,73.0
8600,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,PSP,PlayStation,73.0
8601,Assassin's Creed Rogue,PC,PC_Gamer,73.0
8602,Monster Kingdom: Jewel Summoner,PSP,PlayStation,73.0
8603,SMITE,XboxOne,Xbox,73.0
8604,World of Warcraft: Legion,PC,PC_Gamer,73.0
8605,Blood Bowl 2,XboxOne,Xbox,73.0
8606,Cloud Chamber,PC,PC_Gamer,73.0
8607,Swarm,PlayStation3,PlayStation,73.0
8608,Age of Mythology: Extended Edition,PC,PC_Gamer,73.0
8609,Aces of the Galaxy,Xbox360,Xbox,73.0
8610,WWE SmackDown vs. Raw 2009,PlayStation2,PlayStation,73.0
8611,NASCAR Heat 3,XboxOne,Xbox,73.0
8612,The Forest,PC,PC_Gamer,73.0
8613,Deadly Premonition: The Director's Cut,PC,PC_Gamer,73.0
8614,Scarygirl,Xbox360,Xbox,73.0
8615,StarCraft II: Nova Covert Ops - Mission Pack 1,PC,PC_Gamer,73.0
8616,The Yakuza Remastered Collection,PlayStation4,PlayStation,73.0
8617,Xanadu Next,PC,PC_Gamer,73.0
8618,Pac-Pix,DS,Nintendo,73.0
8619,Flight Simulator 2002,PC,PC_Gamer,73.0
8620,Atelier Iris 3: Grand Phantasm,PlayStation2,PlayStation,73.0
8621,Gravity Ghost,PC,PC_Gamer,73.0
8622,Team Sonic Racing,XboxOne,Xbox,73.0
8623,Everyday Shooter,PlayStation3,PlayStation,73.0
8624,Rift,PC,PC_Gamer,73.0
8625,Starsky & Hutch,PlayStation2,PlayStation,73.0
8626,World to the West,Switch,Nintendo,73.0
8627,Spyro: Season of Ice,GameBoyAdvance,Nintendo,73.0
8628,Kona,PC,PC_Gamer,73.0
8629,Skylanders Trap Team,XboxOne,Xbox,73.0
8630,Wolfenstein,PC,PC_Gamer,73.0
8631,Nemesis of the Roman Empire,PC,PC_Gamer,73.0
8632,Runner3,Switch,Nintendo,73.0
8633,Elebits,Wii,Nintendo,73.0
8634,Hotshot Racing,XboxOne,Xbox,73.0
8635,WWE SmackDown vs. Raw 2008,PlayStation2,PlayStation,73.0
8636,All-Star Baseball 2003,Xbox,Xbox,73.0
8637,Minecraft: PlayStation Vita Edition,PlayStationVita,PlayStation,73.0
8638,Aliens vs. Predator,PlayStation3,PlayStation,73.0
8639,Skies of Fury DX,Switch,Nintendo,73.0
8640,Dave Mirra Freestyle BMX: Maximum Remix,PlayStation,PlayStation,73.0
8641,PlayStation All-Stars Battle Royale,PlayStation3,PlayStation,73.0
8642,MLB 08: The Show,PlayStation2,PlayStation,73.0
8643,Mulaka,Switch,Nintendo,73.0
8644,Anarcute,XboxOne,Xbox,73.0
8645,Elemental: Fallen Enchantress,PC,PC_Gamer,73.0
8646,Puzzlegeddon,PC,PC_Gamer,73.0
8647,SpongeBob Squigglepants,Wii,Nintendo,73.0
8648,Godzilla: Unleashed,Wii,Nintendo,73.0
8649,Ceville,PC,PC_Gamer,73.0
8650,Timespinner,Switch,Nintendo,73.0
8651,Assassin's Creed II,PC,PC_Gamer,73.0
8652,CSI: Crime Scene Investigation,Xbox,Xbox,73.0
8653,Control,XboxOne,Xbox,73.0
8654,Ice Age: Dawn of the Dinosaurs,PlayStation3,PlayStation,73.0
8655,Hard Corps: Uprising,Xbox360,Xbox,73.0
8656,FOX n FORESTS,PlayStation4,PlayStation,73.0
8657,Murdered: Soul Suspect,PC,PC_Gamer,73.0
8658,MLB 13: The Show,PlayStationVita,PlayStation,73.0
8659,Earth 2150: The Moon Project,PC,PC_Gamer,73.0
8660,Star Fox Guard,WiiU,Nintendo,73.0
8661,Vexx,GameCube,Nintendo,73.0
8662,Might & Magic X: Legacy,PC,PC_Gamer,73.0
8663,Chocobo's Mystery Dungeon: Every Buddy!,Switch,Nintendo,73.0
8664,Power Stone Collection,PSP,PlayStation,73.0
8665,Indivisible,Switch,Nintendo,73.0
8666,Tom Clancy's Ghost Recon,PlayStation2,PlayStation,73.0
8667,Disney's The Emperor's New Groove,PlayStation,PlayStation,73.0
8668,Disaster Report 4: Summer Memories,Switch,Nintendo,73.0
8669,Jump Force: Deluxe Edition,Switch,Nintendo,73.0
8670,Napoleon Dynamite: The Game,DS,Nintendo,73.0
8671,Twisted Metal Small Brawl,PlayStation,PlayStation,73.0
8672,Paladins: Champions of the Realm,Switch,Nintendo,73.0
8673,Castlevania Requiem: Symphony of the Night & Rondo of Blood,PlayStation4,PlayStation,73.0
8674,Shatter (2009),PC,PC_Gamer,73.0
8675,"Warhammer 40,000: Gladius - Relics of War",PC,PC_Gamer,73.0
8676,Relicta,XboxOne,Xbox,73.0
8677,Final Fantasy XIV Online: A Realm Reborn,PlayStation4,PlayStation,73.0
8678,State of Mind,Switch,Nintendo,73.0
8679,Battlefield 3: Back to Karkand,PC,PC_Gamer,73.0
8680,The Warlock of Firetop Mountain,PC,PC_Gamer,73.0
8681,BloodRayne: Betrayal,Xbox360,Xbox,73.0
8682,Robot Arena,PC,PC_Gamer,73.0
8683,Mutazione,PC,PC_Gamer,74.0
8684,CRUSH3D,3DS,Nintendo,74.0
8685,DOFUS,PC,PC_Gamer,74.0
8686,Detroit: Become Human,PC,PC_Gamer,74.0
8687,Shadowgrounds Survivor,PC,PC_Gamer,74.0
8688,Detective Pikachu,3DS,Nintendo,74.0
8689,Post Mortem,PC,PC_Gamer,74.0
8690,Prey,Xbox360,Xbox,74.0
8691,Dark Devotion,PC,PC_Gamer,74.0
8692,Beat Cop,PC,PC_Gamer,74.0
8693,Need for Speed: Hot Pursuit,PlayStation3,PlayStation,74.0
8694,Worms Forts: Under Siege,PC,PC_Gamer,74.0
8695,TumbleSeed,Switch,Nintendo,74.0
8696,Endless Space,PC,PC_Gamer,74.0
8697,Battle Isle: The Andosia War,PC,PC_Gamer,74.0
8698,Maldita Castilla EX: Cursed Castilla,PC,PC_Gamer,74.0
8699,Toy Story 2: Buzz Lightyear to the Rescue!,Dreamcast,OTRO,74.0
8700,Star Wars Episode III: Revenge of the Sith,PlayStation2,PlayStation,74.0
8701,Ace Combat: Joint Assault,PSP,PlayStation,74.0
8702,Senran Kagura: Bon Appetit! - Full Course,PC,PC_Gamer,74.0
8703,Ruff Trigger: The Vanocore Conspiracy,PlayStation2,PlayStation,74.0
8704,Outlaw Volleyball,Xbox,Xbox,74.0
8705,Remember Me,PC,PC_Gamer,74.0
8706,Ys Origin,XboxOne,Xbox,74.0
8707,Hand of Fate,PlayStation4,PlayStation,74.0
8708,Chase: Hollywood Stunt Driver,Xbox,Xbox,74.0
8709,Tiger Woods PGA Tour,PSP,PlayStation,74.0
8710,Sonic Heroes,PC,PC_Gamer,74.0
8711,Lips,Xbox360,Xbox,74.0
8712,Aviary Attorney,PC,PC_Gamer,74.0
8713,Tiger Woods PGA Tour 10,PlayStation3,PlayStation,74.0
8714,Owlboy,Switch,Nintendo,74.0
8715,Assault Heroes,Xbox360,Xbox,74.0
8716,BUTCHER,Switch,Nintendo,74.0
8717,Sleeping Dogs: Definitive Edition,PlayStation4,PlayStation,74.0
8718,Gabrielle's Ghostly Groove 3D,3DS,Nintendo,74.0
8719,Grey Goo,PC,PC_Gamer,74.0
8720,The Vanishing of Ethan Carter,PlayStation4,PlayStation,74.0
8721,Membrane,Switch,Nintendo,74.0
8722,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Xbox360,Xbox,74.0
8723,Armored Core: Verdict Day,Xbox360,Xbox,74.0
8724,Quantum Redshift,Xbox,Xbox,74.0
8725,Port Royale,PC,PC_Gamer,74.0
8726,Neo Contra,PlayStation2,PlayStation,74.0
8727,Clandestine,PC,PC_Gamer,74.0
8728,Nosferatu: The Wrath of Malachi,PC,PC_Gamer,74.0
8729,Spectral Force 3,Xbox360,Xbox,74.0
8730,Tiger Woods PGA Tour 06,Xbox360,Xbox,74.0
8731,Rayman Arena,GameCube,Nintendo,74.0
8732,Deadpool,Xbox360,Xbox,74.0
8733,Warriors Orochi 4,PlayStation4,PlayStation,74.0
8734,Shin Megami Tensei: Persona 3 Portable,PSP,PlayStation,74.0
8735,Roogoo,Xbox360,Xbox,74.0
8736,Jet Car Stunts,PC,PC_Gamer,74.0
8737,The Sims 2: Pets,PSP,PlayStation,74.0
8738,Toukiden 2,PlayStation4,PlayStation,74.0
8739,Hatsune Miku: Project Diva X,PlayStation4,PlayStation,74.0
8740,The Thing,PlayStation2,PlayStation,74.0
8741,Tomb Raider: Chronicles,Dreamcast,OTRO,74.0
8742,Void Bastards,PC,PC_Gamer,74.0
8743,Armored Core V,PlayStation3,PlayStation,74.0
8744,Driveclub Bikes,PlayStation4,PlayStation,74.0
8745,Nintendo Pocket Football Club,3DS,Nintendo,74.0
8746,Pillars of Eternity: The White March - Part 2,PC,PC_Gamer,74.0
8747,Tales of Vesperia: Definitive Edition,PlayStation4,PlayStation,74.0
8748,The Amazing Spider-Man,PlayStation3,PlayStation,74.0
8749,Kelvin and the Infamous Machine,PC,PC_Gamer,74.0
8750,Immortal Redneck,XboxOne,Xbox,74.0
8751,Dragonshard,PC,PC_Gamer,74.0
8752,Zeno Clash II,PC,PC_Gamer,74.0
8753,The Simpsons Road Rage,Xbox,Xbox,74.0
8754,Icewind Dale: Enhanced Edition,PC,PC_Gamer,74.0
8755,Darkened Skye,GameCube,Nintendo,74.0
8756,RISK: Factions,Xbox360,Xbox,74.0
8757,Minecraft: Wii U Edition,WiiU,Nintendo,74.0
8758,Hyrule Warriors Legends,3DS,Nintendo,74.0
8759,Voodoo Dice,Xbox360,Xbox,74.0
8760,The Forest,PlayStation4,PlayStation,74.0
